zip,eiaid,utility_name,state,service_type,ownership,comm_rate,ind_rate,res_rate
49451,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49450,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49453,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49452,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49455,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49454,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49457,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49696,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49027,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49619,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49618,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49613,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49612,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49611,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49610,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49617,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49616,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49615,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49614,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49337,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
48761,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
48762,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
48763,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
48765,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
48766,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
48768,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49319,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49312,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49310,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49311,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49316,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49317,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49314,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49315,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49555,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49530,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
48686,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49534,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
48739,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49528,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
48829,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
48827,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
48823,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
48822,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
48821,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
48820,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49064,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49066,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49060,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49062,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49063,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49274,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
48609,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
48608,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
48606,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
48605,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
48604,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
48603,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
48602,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
48601,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
48980,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49766,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49764,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49761,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
48418,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
48417,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
48414,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
48415,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
48411,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49406,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49404,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49405,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49402,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49403,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49401,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49408,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49409,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
48859,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49688,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49684,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49685,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49502,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
48908,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
48909,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
48906,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49706,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
48758,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
48750,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
48757,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
48756,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49648,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49649,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49640,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49642,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49643,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49645,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
48519,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49544,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49325,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49323,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49321,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
49456,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956,0.008815742,0
54859,4715,Dahlberg Light & Power Co,WI,Bundled,Investor Owned,0.1224971171,0.0957484816,0.1267651645
54854,4715,Dahlberg Light & Power Co,WI,Bundled,Investor Owned,0.1224971171,0.0957484816,0.1267651645
54838,4715,Dahlberg Light & Power Co,WI,Bundled,Investor Owned,0.1224971171,0.0957484816,0.1267651645
54864,4715,Dahlberg Light & Power Co,WI,Bundled,Investor Owned,0.1224971171,0.0957484816,0.1267651645
54849,4715,Dahlberg Light & Power Co,WI,Bundled,Investor Owned,0.1224971171,0.0957484816,0.1267651645
54842,4715,Dahlberg Light & Power Co,WI,Bundled,Investor Owned,0.1224971171,0.0957484816,0.1267651645
54873,4715,Dahlberg Light & Power Co,WI,Bundled,Investor Owned,0.1224971171,0.0957484816,0.1267651645
45448,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45449,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45440,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45441,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
43331,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45340,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45343,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45342,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45345,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45346,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
43106,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45307,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45301,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45054,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45068,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45166,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45884,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45882,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45883,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45888,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
43336,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45318,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45314,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45315,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45310,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
43153,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
43151,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45439,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45437,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45435,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45434,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45433,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45432,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45431,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45430,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
43348,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45159,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45459,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45870,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45469,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
43347,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45305,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45367,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45365,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45362,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45361,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45360,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
43128,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45860,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45866,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
43007,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
43009,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45169,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45164,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45826,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45828,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
43083,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45458,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45334,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45335,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45336,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45337,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45330,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45331,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45332,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45338,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45339,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45899,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45898,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45382,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45389,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45481,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45132,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45138,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45309,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45308,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
43145,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
43142,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45402,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45403,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45401,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45406,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45404,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45405,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45409,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
43060,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
43070,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
43078,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45148,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45142,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45146,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45846,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45479,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45470,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45475,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
43311,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45352,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45353,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45350,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45351,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45358,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45359,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45113,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45114,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45328,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45322,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45321,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45320,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45327,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45326,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45325,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45324,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45482,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
43160,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45428,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45429,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45420,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45422,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45423,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45424,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45426,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
43357,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45311,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
43044,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
43045,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45385,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45384,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45387,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45490,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45123,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45869,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45410,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45413,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45412,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45415,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45414,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45417,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45416,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45419,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45316,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
43040,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
43041,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45378,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45370,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45373,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45374,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45377,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45032,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45354,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45304,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45303,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
43077,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
43072,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
43346,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
43345,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
43343,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45381,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45383,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45177,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.1101687841,0.0935461855,0.1321746753
45448,4922,Dayton Power & Light Co,OH,Delivery,Investor Owned,0.0213418918,0.0133080158,0.0439567266
45449,4922,Dayton Power & Light Co,OH,Delivery,Investor Owned,0.0213418918,0.0133080158,0.0439567266
45440,4922,Dayton Power & Light Co,OH,Delivery,Investor Owned,0.0213418918,0.0133080158,0.0439567266
45441,4922,Dayton Power & Light Co,OH,Delivery,Investor Owned,0.0213418918,0.0133080158,0.0439567266
43331,4922,Dayton Power & Light Co,OH,Delivery,Investor Owned,0.0213418918,0.0133080158,0.0439567266
